Hotel_ID;Hotel_Location;Hotel_Location_Category;Number_Of_Rooms;Hotel_Size;Hotel_Size_Category;Product_ID;Customer_Income_Level;Income_Level_Category;Booking_Date_Adjusted;Check_In_Date_Adjusted;Check_Out_Date_Adjusted;Distribution_Channel_number;Distribution_Channel;Advance_Purchase_Adjusted;Party_Size;Party_Size_Description;Party_Size_Category;Length_of_Stay_Adjusted;Nightly_Rate_Category;Nightly_Rate;Total_Revenue;Rate_number;Rate_number_description;Room_Type_number;Room_Type_number_description;Merge_Indicator;Membership_Status;VIP_Membership_Status
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;12/04/2007;12/04/2007;13/04/2007;1;CRO/Hotel;0;1;Single;1;1;2;119;119;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;10;Medium;1;13/03/2007;14/03/2007;15/03/2007;1;CRO/Hotel;1;2;Double;2;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;12;Medium;1;13/04/2007;14/04/2007;15/04/2007;1;CRO/Hotel;1;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;3;0
2;Suburban/Roadside;2;60;Small;1;5;Medium;1;14/04/2007;14/04/2007;15/04/2007;1;CRO/Hotel;0;1;Single;1;1;3;160;160;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
2;Suburban/Roadside;2;60;Small;1;5;Medium;1;13/03/2007;15/03/2007;16/03/2007;2;GDS;2;2;Double;2;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;13/03/2007;13/03/2007;15/03/2007;1;CRO/Hotel;0;2;Double;2;2;3;153;306;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;13/04/2007;13/04/2007;14/04/2007;1;CRO/Hotel;0;2;Double;2;1;2;145;145;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;11;Medium;1;13/03/2007;14/03/2007;15/03/2007;1;CRO/Hotel;1;2;Double;2;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;2;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;13/03/2007;13/03/2007;14/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;180;180;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;0;0
2;Suburban/Roadside;2;60;Small;1;6;Medium;1;13/03/2007;14/03/2007;15/03/2007;3;WEB;1;1;Single;1;1;3;189;189;5;Accommodation Combined with Frequent Traveler Rewards;2; King Room;1;3;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;13/04/2007;13/04/2007;15/04/2007;1;CRO/Hotel;0;2;Double;2;2;2;135;270;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;10;Medium;1;13/04/2007;14/04/2007;15/04/2007;1;CRO/Hotel;1;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;6;Medium;1;14/04/2007;14/04/2007;15/04/2007;1;CRO/Hotel;0;1;Single;1;1;2;136;136;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;13/04/2007;13/04/2007;15/04/2007;1;CRO/Hotel;0;1;Single;1;2;2;135;270;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;13/04/2007;13/04/2007;14/04/2007;1;CRO/Hotel;0;1;Single;1;1;2;144;144;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;13/03/2007;13/03/2007;14/03/2007;1;CRO/Hotel;0;2;Double;2;1;3;154;154;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;09/03/2007;13/03/2007;15/03/2007;3;WEB;4;1;Single;1;2;3;153;306;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;1;2;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;13/03/2007;13/03/2007;14/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;180;180;4;Discount Rate Less Restricted Than Advance Purchase;3; Suites;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;13/04/2007;13/04/2007;14/04/2007;1;CRO/Hotel;0;1;Single;1;1;2;144;144;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;1;0
2;Suburban/Roadside;2;60;Small;1;32;Medium;1;14/03/2007;19/03/2007;23/03/2007;1;CRO/Hotel;5;1;Single;1;4;2;144;576;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;15;Medium;1;15/04/2007;15/04/2007;16/04/2007;1;CRO/Hotel;0;1;Single;1;1;3;190;190;2;Rack Rate - Unrestricted Rate;3; Suites;1;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;12/04/2007;12/04/2007;16/04/2007;1;CRO/Hotel;0;1;Single;1;4;2;144;576;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;14/03/2007;14/03/2007;15/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;153;153;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;1;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;16/04/2007;15/04/2007;16/04/2007;1;CRO/Hotel;-1;1;Single;1;1;2;110;110;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;16/04/2007;15/04/2007;16/04/2007;1;CRO/Hotel;-1;1;Single;1;1;2;110;110;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;4;Medium;1;14/03/2007;20/03/2007;22/03/2007;3;WEB;6;1;Single;1;2;3;153;306;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;29;Medium;1;14/03/2007;22/03/2007;23/03/2007;1;CRO/Hotel;8;1;Single;1;1;3;162;162;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;1;2;0
2;Suburban/Roadside;2;60;Small;1;6;Medium;1;14/03/2007;19/03/2007;23/03/2007;3;WEB;5;1;Single;1;4;3;162;648;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;1;1;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;14/03/2007;14/03/2007;15/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;185;185;4;Discount Rate Less Restricted Than Advance Purchase;3; Suites;0;0;0
2;Suburban/Roadside;2;60;Small;1;19;Medium;1;14/03/2007;18/03/2007;22/03/2007;1;CRO/Hotel;4;2;Double;2;4;3;170;680;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;30;Medium;1;14/03/2007;18/03/2007;23/03/2007;1;CRO/Hotel;4;1;Single;1;5;2;144;720;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;14/03/2007;14/03/2007;15/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;165;165;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;0;0
2;Suburban/Roadside;2;60;Small;1;4;Medium;1;15/03/2007;15/03/2007;16/03/2007;1;CRO/Hotel;0;2;Double;2;1;3;159;159;5;Accommodation Combined with Frequent Traveler Rewards;5; Queen Rooms;1;2;0
2;Suburban/Roadside;2;60;Small;1;27;Medium;1;15/03/2007;19/03/2007;23/03/2007;1;CRO/Hotel;4;1;Single;1;4;3;153;612;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;14/03/2007;14/03/2007;17/03/2007;1;CRO/Hotel;0;1;Single;1;3;3;200;600;2;Rack Rate - Unrestricted Rate;3; Suites;0;0;0
2;Suburban/Roadside;2;60;Small;1;13;Medium;1;15/03/2007;15/03/2007;17/03/2007;1;CRO/Hotel;0;2;Double;2;2;2;150;300;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;1;0
2;Suburban/Roadside;2;60;Small;1;3;Medium;1;15/03/2007;18/03/2007;20/03/2007;3;WEB;3;1;Single;1;2;3;153;306;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;1;0
2;Suburban/Roadside;2;60;Small;1;27;Medium;1;15/03/2007;19/03/2007;23/03/2007;1;CRO/Hotel;4;1;Single;1;4;3;153;612;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;7;Medium;1;16/03/2007;20/03/2007;21/03/2007;2;GDS;4;1;Single;1;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;2;0
2;Suburban/Roadside;2;60;Small;1;3;Medium;1;16/03/2007;19/03/2007;20/03/2007;3;WEB;3;1;Single;1;1;3;153;153;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;1;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;14/03/2007;14/03/2007;19/03/2007;1;CRO/Hotel;0;1;Single;1;5;3;153;765;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;3;0
2;Suburban/Roadside;2;60;Small;1;17;Medium;1;15/03/2007;16/03/2007;17/03/2007;1;CRO/Hotel;1;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;6;Medium;1;16/03/2007;27/03/2007;29/03/2007;3;WEB;11;1;Single;1;2;3;162;324;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;1;1;0
2;Suburban/Roadside;2;60;Small;1;10;Medium;1;16/03/2007;17/03/2007;18/03/2007;1;CRO/Hotel;1;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;10;Medium;1;16/03/2007;16/03/2007;17/03/2007;1;CRO/Hotel;0;2;Double;2;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;15;Medium;1;16/03/2007;16/03/2007;17/03/2007;1;CRO/Hotel;0;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;3;Medium;1;14/03/2007;15/03/2007;16/03/2007;3;WEB;1;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;15;Medium;1;16/03/2007;16/03/2007;17/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;1;0
2;Suburban/Roadside;2;60;Small;1;16;Medium;1;16/03/2007;18/03/2007;20/03/2007;1;CRO/Hotel;2;1;Single;1;2;3;190;380;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
2;Suburban/Roadside;2;60;Small;1;8;Medium;1;16/03/2007;16/03/2007;18/03/2007;1;CRO/Hotel;0;1;Single;1;2;2;150;300;2;Rack Rate - Unrestricted Rate;2; King Room;1;3;0
2;Suburban/Roadside;2;60;Small;1;11;Medium;1;16/03/2007;17/03/2007;18/03/2007;1;CRO/Hotel;1;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;4;Medium;1;17/03/2007;17/03/2007;18/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;170;170;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
2;Suburban/Roadside;2;60;Small;1;8;Medium;1;18/03/2007;22/03/2007;23/03/2007;2;GDS;4;1;Single;1;1;3;153;153;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;3;0
2;Suburban/Roadside;2;60;Small;1;30;Medium;1;18/03/2007;26/03/2007;27/03/2007;1;CRO/Hotel;8;1;Single;1;1;3;153;153;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;12;Medium;1;18/03/2007;18/03/2007;19/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;1;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;17/03/2007;17/03/2007;18/03/2007;1;CRO/Hotel;0;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;0;1;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;18/03/2007;17/03/2007;18/03/2007;1;CRO/Hotel;-1;1;Single;1;1;3;171;171;4;Discount Rate Less Restricted Than Advance Purchase;3; Suites;0;0;0
2;Suburban/Roadside;2;60;Small;1;10;Medium;1;16/03/2007;16/03/2007;22/03/2007;1;CRO/Hotel;0;1;Single;1;6;2;150;900;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;3;0
2;Suburban/Roadside;2;60;Small;1;16;Medium;1;18/03/2007;18/03/2007;19/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;19/03/2007;18/03/2007;19/03/2007;1;CRO/Hotel;-1;1;Single;1;1;3;180;180;2;Rack Rate - Unrestricted Rate;2; King Room;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;19/03/2007;18/03/2007;19/03/2007;1;CRO/Hotel;-1;1;Single;1;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;19/03/2007;19/03/2007;23/03/2007;1;CRO/Hotel;0;1;Single;1;4;3;220;880;2;Rack Rate - Unrestricted Rate;3; Suites;0;0;0
2;Suburban/Roadside;2;60;Small;1;27;Medium;1;15/03/2007;19/03/2007;23/03/2007;1;CRO/Hotel;4;1;Single;1;4;3;153;612;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;19/03/2007;19/03/2007;20/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;0;1;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;19/03/2007;19/03/2007;23/03/2007;1;CRO/Hotel;0;1;Single;1;4;3;153;612;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;32;Medium;1;15/03/2007;20/03/2007;21/03/2007;1;CRO/Hotel;5;1;Single;1;1;3;153;153;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;4;Medium;1;20/03/2007;28/03/2007;29/03/2007;3;WEB;8;2;Double;2;1;3;153;153;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;2;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;20/03/2007;20/03/2007;21/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;180;180;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;20/03/2007;20/03/2007;21/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;0;1;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;20/03/2007;20/03/2007;21/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;162;162;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;1;0
2;Suburban/Roadside;2;60;Small;1;3;Medium;1;20/03/2007;29/03/2007;30/03/2007;3;WEB;9;1;Single;1;1;3;153;153;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;1;0
2;Suburban/Roadside;2;60;Small;1;12;Medium;1;20/03/2007;21/03/2007;22/03/2007;1;CRO/Hotel;1;1;Single;1;1;3;180;180;2;Rack Rate - Unrestricted Rate;2; King Room;1;2;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;20/03/2007;20/03/2007;24/03/2007;1;CRO/Hotel;0;1;Single;1;4;3;200;800;2;Rack Rate - Unrestricted Rate;3; Suites;0;2;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;20/03/2007;20/03/2007;21/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;164;164;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;20/03/2007;20/03/2007;21/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;153;153;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;2;Medium;1;20/03/2007;21/03/2007;22/03/2007;3;WEB;1;2;Double;2;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;20/03/2007;20/03/2007;21/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;172;172;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;2;0
2;Suburban/Roadside;2;60;Small;1;13;Medium;1;16/03/2007;17/03/2007;21/03/2007;1;CRO/Hotel;1;1;Single;1;4;3;190;760;2;Rack Rate - Unrestricted Rate;3; Suites;1;3;0
2;Suburban/Roadside;2;60;Small;1;3;Medium;1;21/03/2007;25/03/2007;27/03/2007;3;WEB;4;1;Single;1;2;3;153;306;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;7;Medium;1;21/03/2007;22/03/2007;23/03/2007;1;CRO/Hotel;1;2;Double;2;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;1;0
2;Suburban/Roadside;2;60;Small;1;16;Medium;1;09/03/2007;20/03/2007;21/03/2007;3;WEB;11;1;Single;1;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;16;Medium;1;09/03/2007;20/03/2007;21/03/2007;3;WEB;11;1;Single;1;1;3;170;170;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;3;Medium;1;22/03/2007;26/03/2007;27/03/2007;3;WEB;4;1;Single;1;1;2;144;144;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;3;0
2;Suburban/Roadside;2;60;Small;1;2;Medium;1;22/03/2007;27/03/2007;30/03/2007;3;WEB;5;1;Single;1;3;2;135;405;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;2;0
2;Suburban/Roadside;2;60;Small;1;3;Medium;1;22/03/2007;10/04/2007;12/04/2007;3;WEB;19;1;Single;1;2;2;144;288;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";5; Queen Rooms;1;1;0
2;Suburban/Roadside;2;60;Small;1;26;Medium;1;22/03/2007;28/03/2007;29/03/2007;1;CRO/Hotel;6;2;Double;2;1;2;144;144;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;3;Medium;1;22/03/2007;28/03/2007;29/03/2007;3;WEB;6;1;Single;1;1;2;135;135;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;14;Medium;1;15/03/2007;20/03/2007;30/03/2007;1;CRO/Hotel;5;1;Single;1;10;3;170;1700;2;Rack Rate - Unrestricted Rate;2; King Room;1;3;0
2;Suburban/Roadside;2;60;Small;1;9;Medium;1;19/03/2007;22/03/2007;23/03/2007;1;CRO/Hotel;3;1;Single;1;1;3;170;170;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
2;Suburban/Roadside;2;60;Small;1;22;Medium;1;23/03/2007;13/04/2007;15/04/2007;1;CRO/Hotel;21;2;Double;2;2;2;135;270;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;23/03/2007;23/03/2007;24/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;169;169;4;Discount Rate Less Restricted Than Advance Purchase;3; Suites;0;1;0
2;Suburban/Roadside;2;60;Small;1;2;Medium;1;23/03/2007;27/03/2007;28/03/2007;3;WEB;4;1;Single;1;1;2;135;135;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;11;Medium;1;23/03/2007;26/03/2007;27/03/2007;1;CRO/Hotel;3;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;1;0
2;Suburban/Roadside;2;60;Small;1;31;Medium;1;24/03/2007;10/04/2007;11/04/2007;3;WEB;17;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;3;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;24/03/2007;24/03/2007;25/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;162;162;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;24/03/2007;24/03/2007;25/03/2007;1;CRO/Hotel;0;1;Single;1;1;2;150;150;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;0;0
2;Suburban/Roadside;2;60;Small;1;13;Medium;1;20/03/2007;22/03/2007;24/03/2007;1;CRO/Hotel;2;4;Quad;4;2;3;200;400;2;Rack Rate - Unrestricted Rate;3; Suites;1;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;24/03/2007;24/03/2007;25/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;153;153;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;24/03/2007;24/03/2007;25/03/2007;1;CRO/Hotel;0;1;Single;1;1;2;110;110;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;0;0
2;Suburban/Roadside;2;60;Small;1;2;Medium;1;24/03/2007;26/03/2007;27/03/2007;3;WEB;2;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;3;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;24/03/2007;24/03/2007;25/03/2007;1;CRO/Hotel;0;1;Single;1;1;2;150;150;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;24/03/2007;24/03/2007;25/03/2007;1;CRO/Hotel;0;1;Single;1;1;2;150;150;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;0;0;0
2;Suburban/Roadside;2;60;Small;1;17;Medium;1;25/03/2007;25/03/2007;26/03/2007;1;CRO/Hotel;0;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;7;Medium;1;25/03/2007;25/03/2007;26/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;162;162;5;Accommodation Combined with Frequent Traveler Rewards;5; Queen Rooms;1;2;0
2;Suburban/Roadside;2;60;Small;1;14;Medium;1;22/03/2007;26/03/2007;27/03/2007;3;WEB;4;1;Single;1;1;2;144;144;2;Rack Rate - Unrestricted Rate;2; King Room;1;3;1
2;Suburban/Roadside;2;60;Small;1;25;Medium;1;21/03/2007;26/03/2007;30/03/2007;1;CRO/Hotel;5;1;Single;1;4;3;153;612;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;25;Medium;1;21/03/2007;26/03/2007;30/03/2007;1;CRO/Hotel;5;1;Single;1;4;3;153;612;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;16;Medium;1;26/03/2007;30/03/2007;31/03/2007;1;CRO/Hotel;4;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;1;0
2;Suburban/Roadside;2;60;Small;1;6;Medium;1;26/03/2007;26/03/2007;27/03/2007;2;GDS;0;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;1;0
2;Suburban/Roadside;2;60;Small;1;14;Medium;1;26/03/2007;26/03/2007;28/03/2007;1;CRO/Hotel;0;1;Single;1;2;2;150;300;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;3;0
2;Suburban/Roadside;2;60;Small;1;3;Medium;1;26/03/2007;29/03/2007;30/03/2007;3;WEB;3;2;Double;2;1;2;135;135;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;6;Medium;1;27/03/2007;28/03/2007;29/03/2007;2;GDS;1;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;27/03/2007;26/03/2007;27/03/2007;1;CRO/Hotel;-1;1;Single;1;1;2;119;119;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;0;3;0
2;Suburban/Roadside;2;60;Small;1;13;Medium;1;27/03/2007;27/03/2007;28/03/2007;1;CRO/Hotel;0;1;Single;1;1;3;160;160;2;Rack Rate - Unrestricted Rate;2; King Room;1;2;0
2;Suburban/Roadside;2;60;Small;1;10;Medium;1;27/03/2007;28/03/2007;29/03/2007;1;CRO/Hotel;1;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;1;0
2;Suburban/Roadside;2;60;Small;1;16;Medium;1;27/03/2007;30/03/2007;31/03/2007;1;CRO/Hotel;3;2;Double;2;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;16;Medium;1;27/03/2007;27/03/2007;29/03/2007;1;CRO/Hotel;0;2;Double;2;2;2;150;300;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;12;Medium;1;27/03/2007;28/03/2007;29/03/2007;1;CRO/Hotel;1;1;Single;1;1;2;150;150;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;1;0
2;Suburban/Roadside;2;60;Small;1;33;Medium;1;28/03/2007;02/04/2007;03/04/2007;1;CRO/Hotel;5;1;Single;1;1;2;135;135;4;Discount Rate Less Restricted Than Advance Purchase;5; Queen Rooms;1;0;0
2;Suburban/Roadside;2;60;Small;1;1;Medium;1;28/03/2007;27/03/2007;28/03/2007;1;CRO/Hotel;-1;1;Single;1;1;2;120;120;4;Discount Rate Less Restricted Than Advance Purchase;2; King Room;0;2;0
